customer_id,name,phone,registration_date,city,quartier,loyalty_score,profile
CUST11054,ARMELLE ESSAMA,696934122,2021-09-10,Douala,Beedi,67.4,Actif
CUST10046,BORIS BALENG,671662963,2021-09-12,Yaounde,Elig-Edzoa,79.8,Actif
CUST10876,ALEXIS TOURE,625312516,2021-09-12,Yaounde,Bastos,41.5,Actif
CUST10149,Fatoumata FOMEKONG,631227574,2021-09-12,Yaounde,Nkol-Eton,37.1,Actif
CUST11515,Ghislain DJOUMESSI,634347841,2021-09-12,Yaounde,Santa Barbara,40.8,Actif
CUST10927,MARLÈNE ESSOH,649092160,2021-09-13,Yaounde,Mimboman,21.3,Actif
CUST11882,Nadège nganso,648668339,2021-09-13,Douala,Bonabéri,20.7,Actif
CUST11636,Gaston MVONDO,656892354,2021-09-13,Bafoussam,Pefura,43.46415432929565,Actif
CUST10686,Mariama NDOUMBE,660885459,2021-09-13,Douala,Logbessou,10.2,Inactif / Occasionnel
CUST11321,RÉGINE MAHAMADOU,692631441,2021-09-15,Douala,Akwa,59.2,Actif
CUST17113,epee Ghislain,621257528,2021-09-15,Yaounde,Etoudi,32.7,Actif
CUST17122,ABATE Solange,617032877,2021-09-15,Bafoussam,Ngouache,56.1,Actif
CUST10367,Colette NGAMOURI,692097999,2021-09-16,Yaounde,Bastos,39.8,Actif
CUST11970,CAMARA Luc,635649468,2021-09-16,Yaounde,Mendong,21.8,Actif
CUST10322,Nadège GARBA,643046464,2021-09-17,Douala,Logbessou,38.7,Actif
CUST17138,achille EBOUELE,657123808,2021-09-17,Douala,Mboppi,43.46415432929565,Actif
CUST10993,Franck ELA,673083727,2021-09-19,Bafoussam,Tamdja,100.0,Actif
CUST17204,Laure ABENA,620633503,2021-09-21,Bafoussam,Ndiengdam,46.9,Actif
CUST11150,Carine TEGUIA,623212812,2021-09-21,Douala,Bonapriso,7.5,Actif
CUST17148,PAUL TCHIEMEGNI,678248169,2021-09-21,Douala,Bali,61.0,Actif
CUST11465,MARLÈNE NJIEMOUN,684674816,2021-09-21,Douala,PK12,40.9,Actif
CUST10316,Norbert NDONGO,689864260,2021-09-21,Yaounde,Tsinga,64.3,Actif
CUST10383,Bernard NGAMOURI,647816686,2021-09-22,Yaounde,Essos,61.7,Actif
CUST11403,TRAORE Nadège,671477426,2021-09-22,Yaounde,Bastos,52.8,Actif
CUST10142,RODRIGUE ALI,682070937,2021-09-23,Yaounde,Bastos,44.8,Actif
CUST11224,DJENEBA KEITA,691478884,2021-09-24,Bafoussam,Tamdja,44.5,Actif
CUST11439,Paul NDONGO,638859907,2021-09-28,Douala,Yassa,61.0,Actif
CUST11934,Florent EBOUELE,656278607,2021-09-28,Yaounde,Essos,26.5,Actif
CUST10112,Mireille ONANA,685345555,2021-10-01,Douala,Ndog-Bong,16.3,Actif
CUST10457,Ibrahim talla,639920292,2021-10-01,Yaounde,Biyem-Assi,100.0,Actif
CUST11726,GISÈLE COULIBALY,690246882,2021-10-04,Yaounde,Tsinga,19.3,Inactif / Occasionnel
CUST10902,Guy sidibe,688990506,2021-10-04,Douala,New-Bell,41.1,Actif
CUST11932,Khadija HASSAN,657928328,2021-10-05,Yaounde,Bastos,64.6,Actif
CUST17314,Raoul KOLLO,645594597,2021-10-06,Yaounde,Etoudi,25.8,Actif
CUST17373,njoh Rémi,684903294,2021-10-06,Bafoussam,Bamougoum,63.5,Actif
CUST10585,Modibo BALDE,671265269,2021-10-08,Yaounde,Melen,61.0,Inactif / Occasionnel
CUST11307,Gustave ESSOH,682148284,2021-10-09,Douala,Ngodi-Bakoko,34.7,Actif
CUST10189,Hamidou sangare,683793389,2021-10-09,Douala,Logbessou,3.0,Actif
CUST10771,HASSAN Laure,653258988,2021-10-09,Bafoussam,Lekie,38.8,Actif
CUST11567,ATEBA Alexis,663051354,2021-10-11,Douala,Cité des Palmiers,30.4,Actif
CUST10502,ATEBA Wilfried,654318698,2021-10-12,Douala,PK12,53.5,Actif
CUST10144,Cyrille TSIMI,696028436,2021-10-13,Douala,Akwa,78.8,Actif
CUST11196,Marie OBAMA,650151803,2021-10-14,Yaounde,Jouvence,12.4,Actif
CUST11417,BERNARD AKONO,629909029,2021-10-14,Yaounde,Essos,7.7,Actif
CUST17119,KENFACK Sylvain,630509175,2021-10-14,Douala,Bepanda,58.3,Actif
CUST10770,MARLÈNE GARBA,646023439,2021-10-15,Yaounde,Nkol-Eton,57.4,Actif
CUST10298,MARCEL FOFANA,639219319,2021-10-15,Douala,Kotto,34.8,Actif
CUST11523,EKOTTO Hervé,614114726,2021-10-15,Douala,Logbessou,55.1,Actif
CUST11296,ACHILLE ONANA,697139443,2021-10-17,Douala,New-Bell,32.4,Actif
CUST17250,NGWA Rodrigue,663423225,2021-10-19,Douala,Deido,41.9,Actif
CUST11123,Fatoumata SANGARE,665026398,2021-10-20,Yaounde,Biyem-Assi,43.46415432929565,Actif
CUST10884,BIKELE Rodrigue,630364454,2021-10-23,Yaounde,Obili,43.46415432929565,Actif
CUST10839,Marcel OUMAROU,639042654,2021-10-23,Bafoussam,Ngouache,45.4,Actif
CUST10513,FOMEKONG Sandrine,664009265,2021-10-24,Bafoussam,Baham-Route,52.9,Actif
CUST11982,KOLLO Boris,661894582,2021-10-24,Bafoussam,Ngouache,100.0,Actif
CUST11093,Aminata ABOUNA,660628276,2021-10-25,Bafoussam,Pefura,12.2,Actif
CUST10522,MARLÈNE IBRAHIM,692613013,2021-10-25,Yaounde,Madagascar,100.0,Inactif / Occasionnel
CUST11031,Gaston KENFACK,637321124,2021-10-25,Bafoussam,Centre Ville,36.7,Actif
CUST10707,Christelle barka,642016960,2021-10-27,Yaounde,Briqueterie,35.5,Actif
CUST11416,NORBERT MENDO,691644298,2021-10-29,Douala,Akwa,25.2,Actif
CUST11299,Rabi NKUISSI,628760553,2021-10-30,Douala,Beedi,59.6,Actif
CUST10364,Colette SOW,668812137,2021-10-30,Yaounde,Bastos,100.0,Actif
CUST12088,Mariama AKONO,633366099,2021-10-30,Yaounde,Santa Barbara,36.4,Actif
CUST17217,CISSE JEAN,689609131,2021-10-31,Yaounde,Mvog-Mbi,9.7,Actif
CUST10840,Rémi BALDE,674988034,2021-10-31,Douala,Ndog-Bong,49.1,Actif
CUST10090,Céline DAWA,639476249,2021-10-31,Douala,Kotto,56.9,Actif
CUST10096,RÉGINE LOBE,663843426,2021-11-01,Douala,PK8,20.3,Actif
CUST11369,Bernard onana,643642236,2021-11-01,Yaounde,Mokolo,10.2,Actif
CUST11044,Stanislas ENGOLO,651708177,2021-11-02,Yaounde,Essos,35.8,Actif
CUST10645,Lydie WAMBA,662343121,2021-11-02,Yaounde,Mvog-Mbi,52.9,Actif
CUST17338,Aminata IBRAHIM,634391257,2021-11-04,Yaounde,Santa Barbara,86.9,Actif
CUST10605,Hamidou SOW,647220099,2021-11-05,Douala,Ndokotti,14.2,Actif
CUST11906,Jules SIDIBE,692518345,2021-11-06,Douala,Nkolmesseng,19.1,Inactif / Occasionnel
CUST17190,nkuissi Aurelie,630881581,2021-11-08,Yaounde,Omnisport,51.3,Actif
CUST11843,RABI NKOLO,639801436,2021-11-08,Douala,Bepanda,21.1,Actif
CUST10488,SANGARE Emmanuel,661700055,2021-11-10,Bafoussam,Centre Ville,20.1,Actif
CUST10758,Yvette MAROUF,630534124,2021-11-10,Yaounde,Elig-Edzoa,10.3,Actif
CUST11138,Raoul abate,694127561,2021-11-11,Bafoussam,Tougang,39.9,Actif
CUST12053,Denise NGOUFO,647405107,2021-11-14,Douala,Cité des Palmiers,35.4,Actif
CUST11502,Nadège ENGOLO,696261621,2021-11-14,Bafoussam,Baham-Route,66.5,Actif
CUST11062,Mariama SOW,673380266,2021-11-15,Douala,Yassa,26.8,Actif
CUST11215,Aminata DOUMBIA,663124147,2021-11-15,Bafoussam,Ngouache,74.0,Actif
CUST11973,Josephine NGUEFACK,616416148,2021-11-16,Yaounde,Mokolo,30.9,Actif
CUST10654,Constant NJIEMOUN,668496914,2021-11-16,Yaounde,Mokolo,77.4,Actif
CUST11216,Guy nkolo,646840133,2021-11-16,Douala,Mboppi,57.5,Actif
CUST10290,Sandrine COULIBALY,648285503,2021-11-17,Douala,Ndogpassi,78.4,Inactif / Occasionnel
CUST10567,NJIEMOUN Aminata,636096655,2021-11-17,Bafoussam,Tougang,28.2,Actif
CUST11557,Carine BARRY,667702031,2021-11-19,Bafoussam,Lekie,21.9,Actif
CUST10099,Kevin BIYA,638317637,2021-11-19,Douala,Makepe,10.3,Actif
CUST11497,JOSEPHINE CISSE,640354559,2021-11-20,Yaounde,Briqueterie,20.2,Actif
CUST10461,MAROUF Evelyne,663481198,2021-11-23,Douala,Bonapriso,43.46415432929565,Actif
CUST10148,Oumar ETOA,668353204,2021-11-23,Bafoussam,Mossap,100.0,Inactif / Occasionnel
CUST10075,PATRICIA ELA,699949389,2021-11-23,Douala,Ndog-Bong,50.9,Inactif / Occasionnel
CUST10699,Pierre ela,697477029,2021-11-24,Bafoussam,Djeleng,43.46415432929565,Actif
CUST11955,Prosper KENFACK,614963880,2021-11-25,Douala,Ndokotti,13.7,Actif
CUST11279,NDONGO Alexis,661140376,2021-11-25,Douala,Akwa,11.2,Actif
CUST11526,Aminata ela,638874646,2021-11-26,Yaounde,Mendong,29.2,Actif
CUST10547,SANGARE Eric,699100953,2021-11-26,Yaounde,Elig-Edzoa,100.0,Actif
CUST11638,EDITH EKOTTO,696629889,2021-11-27,Yaounde,Obili,24.6,Inactif / Occasionnel
CUST17357,gustave ela,649392920,2021-11-27,Douala,Mboppi,22.7,Actif
CUST11280,TAKAM Sandrine,695704631,2021-11-27,Bafoussam,Bamendzi,58.1,Actif
CUST10390,Moussa ALI,677834855,2021-11-28,Yaounde,Madagascar,70.8,Actif
CUST10079,KAMGA Nadège,691756179,2021-11-28,Douala,Ndog-Bong,75.0,Actif
CUST11827,Norbert MENGUE,696057593,2021-11-28,Bafoussam,Baham-Route,29.0,Actif
CUST10025,MBOCK Rabi,639587039,2021-11-29,Douala,Ndogpassi,30.2,Actif
CUST10139,Gustave YAYA,684252722,2021-11-30,Yaounde,Emana,37.2,Actif
CUST11276,Sylvain BIKELE,659470729,2021-12-01,Yaounde,Tsinga,100.0,Actif
CUST10095,Didier NGWA,652339391,2021-12-04,Douala,Logbessou,74.7,Actif
CUST11145,Sophie KONE,694712997,2021-12-04,Yaounde,Elig-Edzoa,40.0,Actif
CUST10941,Hervé HASSAN,625405014,2021-12-04,Yaounde,Nlongkak,0.5,Actif
CUST11614,NGAMOURI Romain,621828592,2021-12-05,Yaounde,Mvog-Mbi,26.9,Actif
CUST10537,Colette NKOUAM,669295515,2021-12-05,Yaounde,Efoulan,30.4,Actif
CUST11683,Rémi DJOUMESSI,648530827,2021-12-06,Yaounde,Santa Barbara,42.4,Actif
CUST10885,NDJOCK Suzanne,630024960,2021-12-07,Douala,Logbessou,100.0,Actif
CUST11178,Serge ABATE,688270025,2021-12-08,Douala,Ndogpassi,56.3,Actif
CUST11424,Laure etoundi,683599154,2021-12-09,Bafoussam,Lekie,32.1,Actif
CUST11733,Colette EKANI,622684373,2021-12-10,Douala,Beedi,28.4,Actif
CUST10351,MARCEL BIYA,623419256,2021-12-10,Yaounde,Messa,57.0,Actif
CUST11743,FEZE Thierry,688213973,2021-12-11,Douala,Cité des Palmiers,48.8,Actif
CUST17331,astride EKANI,633640702,2021-12-12,Yaounde,Ngoa-Ekele,29.9,Actif
CUST10727,Pierre AMOUGOU,687282128,2021-12-12,Yaounde,Efoulan,35.5,Actif
CUST10943,Evelyne mboa,640173413,2021-12-12,Yaounde,Mvog-Mbi,62.2,Actif
CUST10638,Lydie etoa,612621534,2021-12-13,Yaounde,Bastos,59.3,Actif
CUST10724,FLORE ESSAMA,687669750,2021-12-13,Douala,Mboppi,59.1,Actif
CUST11039,ENGOLO Patrick,613874790,2021-12-15,Douala,Ndokotti,54.9,Actif
CUST10731,Marcel OUMAROU,620200074,2021-12-15,Douala,Bonanjo,76.6,Actif
CUST10664,ARMEL KOUYATE,693517915,2021-12-16,Douala,Bonapriso,43.46415432929565,Actif
CUST10106,Aurelie ASSOUMOU,696282117,2021-12-16,Douala,Bonanjo,37.6,Actif
CUST11968,Norbert EBOUELE,614915156,2021-12-20,Bafoussam,Bamendzi,8.7,Actif
CUST10292,Fatoumata NKOLO,684593961,2021-12-20,Douala,Akwa,56.4,Actif
CUST11684,Pauline ateba,620298660,2021-12-20,Douala,Ndog-Bong,39.5,Actif
CUST11393,Jules DAWA,689680504,2021-12-21,Douala,Ndog-Bong,28.4,Actif
CUST10741,Joëlle ASSOUMOU,656600900,2021-12-22,Douala,Yassa,58.5,Actif
CUST10380,NJIEMOUN Estelle,684252420,2021-12-22,Yaounde,Efoulan,18.6,Actif
CUST10301,Viviane fotso,682772208,2021-12-23,Bafoussam,Kamkop,51.7,Actif
CUST11776,Fatima EKANI,640406092,2021-12-23,Douala,Beedi,46.6,Actif
CUST11522,Guy ABENA,694982908,2021-12-23,Douala,Makepe,80.8,Actif
CUST10267,Aline MBASSI,620117988,2021-12-23,Douala,Bonanjo,68.2,Actif
CUST10299,ALEXIS MBASSI,617849494,2021-12-23,Yaounde,Nlongkak,28.6,Inactif / Occasionnel
CUST11644,Romain KOUAM,636477373,2021-12-24,Douala,Nkolmesseng,66.3,Actif
CUST17107,BALENG GUY,684411983,2021-12-24,Bafoussam,Pefura,63.6,Actif
CUST10742,IBRAHIM TAKAM,681503856,2021-12-26,Douala,Bali,45.7,Actif
CUST11510,NDOUMBE Sandrine,646677730,2021-12-26,Yaounde,Efoulan,40.0,Inactif / Occasionnel
CUST11429,MVONDO Ornella,649580505,2021-12-27,Bafoussam,Bamendzi,66.3,Actif
CUST10630,Franck ELA,682828034,2021-12-28,Bafoussam,Lekie,49.5,Actif
CUST11008,Christelle EKOTTO,614925405,2021-12-28,Douala,Mboppi,36.9,Actif
CUST10559,Vanessa NGWA,642862209,2021-12-29,Douala,New-Bell,43.46415432929565,Actif
CUST11942,Aurelie ELA,615950635,2021-12-29,Yaounde,Nlongkak,29.2,Actif
CUST11545,Laurent BALENG,669473616,2021-12-31,Yaounde,Obili,58.5,Actif
CUST11575,Colette traore,644295247,2022-01-01,Bafoussam,Djeleng,33.3,Actif
CUST10857,Patrick ATEBA,616109013,2022-01-01,Yaounde,Biyem-Assi,13.6,Actif
CUST11084,MIREILLE HASSAN,675718414,2022-01-01,Yaounde,Santa Barbara,54.8,Actif
CUST11205,Rodrigue IBRAHIM,624314759,2022-01-01,Douala,Bepanda,100.0,Actif
CUST10676,Aurelie DJOUMESSI,671968116,2022-01-02,Douala,Beedi,60.3,Actif
CUST11311,Ghislain OUMAROU,659796322,2022-01-03,Yaounde,Etoudi,43.0,Actif
CUST10060,Denise FEUDJIO,698753260,2022-01-03,Yaounde,Efoulan,54.6,Actif
CUST11547,Saidou bikele,666910299,2022-01-03,Douala,Nkolmesseng,100.0,Actif
CUST10420,Rodrigue FEUDJIO,627105448,2022-01-04,Bafoussam,Centre Ville,40.3,Actif
CUST11686,MBARGA Bertille,622119391,2022-01-05,Douala,Bali,24.1,Actif
CUST11366,Mireille MONGO,629419691,2022-01-05,Yaounde,Etoudi,35.4,Actif
CUST11221,NDOUMBE Gustave,676669607,2022-01-08,Douala,Beedi,16.9,Actif
CUST10541,Thierry KENFACK,673509974,2022-01-09,Yaounde,Omnisport,83.3,Actif
CUST11786,EBOUELE Vanessa,698842638,2022-01-10,Douala,New-Bell,21.1,Actif
CUST11858,Aurelie BALDE,652773159,2022-01-10,Douala,Nkolmesseng,28.1,Actif
CUST11441,PATRICK MBARGA,670606674,2022-01-10,Douala,Logbessou,44.9,Actif
CUST11995,Chancelle toure,634220459,2022-01-11,Douala,Nkolmesseng,19.8,Actif
CUST10031,BALDE Gaston,666722344,2022-01-12,Douala,Logbessou,19.8,Actif
CUST10534,Suzanne SANGARE,697873101,2022-01-13,Douala,Kotto,46.2,Actif
CUST17139,Pauline KAMGA,626354208,2022-01-14,Douala,Bepanda,14.7,Actif
CUST11953,Laure FEUDJIO,618469210,2022-01-15,Douala,Bali,58.4,Actif
CUST10428,Pauline belinga,699514287,2022-01-16,Bafoussam,Ngouache,32.1,Actif
CUST17277,obama Armelle,642949803,2022-01-16,Douala,Nkolmesseng,31.5,Actif
CUST11755,Denise MINLO,685017250,2022-01-16,Douala,Bonanjo,43.46415432929565,Inactif / Occasionnel
CUST10107,AÏCHA NGONO,671586053,2022-01-17,Douala,Ndog-Bong,48.0,Actif
CUST11971,SOPHIE ETOA,648401154,2022-01-17,Yaounde,Obili,37.8,Actif
CUST10655,GISÈLE NGANSO,675181765,2022-01-18,Douala,Mboppi,48.8,Actif
CUST11129,Laurent KONE,655440919,2022-01-18,Douala,Bali,58.5,Actif
CUST10584,Astride KEITA,626288475,2022-01-19,Douala,Deido,57.8,Actif
CUST11252,BAUDOUIN MBARGA,659104566,2022-01-19,Douala,Akwa,30.1,Actif
CUST10646,Régine ateba,666240084,2022-01-19,Yaounde,Santa Barbara,32.1,Inactif / Occasionnel
CUST10649,Ghislain COULIBALY,690967191,2022-01-20,Yaounde,Mokolo,25.0,Actif
CUST11219,Bernard NDIKUM,616582607,2022-01-20,Douala,Ndogpassi,100.0,Actif
CUST10286,Yvette SANGARE,610289289,2022-01-20,Yaounde,Tsinga,27.9,Actif
CUST11738,Pauline TCHAMBA,698122539,2022-01-20,Douala,Nyalla,44.0,Inactif / Occasionnel
CUST11892,EKANI Kevin,618429833,2022-01-20,Yaounde,Efoulan,13.2,Actif
CUST10181,Colette FOFANA,621496211,2022-01-21,Bafoussam,Bamendzi,17.1,Actif
CUST10007,Joëlle OBAMA,623756669,2022-01-21,Douala,Bonabéri,100.0,Actif
CUST11192,KHADIJA TALLA,619913576,2022-01-21,Douala,Bali,13.3,Actif
CUST11591,ISABELLE TCHIEMEGNI,619673809,2022-01-23,Yaounde,Mendong,65.0,Actif
CUST10382,LAURENT MENDO,646553958,2022-01-23,Bafoussam,Ngouache,71.3,Actif
CUST10929,Colette TEGUIA,641068214,2022-01-23,Douala,Yassa,15.3,Actif
CUST17274,OYONO Aurelie,679519112,2022-01-24,Douala,Bepanda,43.6,Actif
CUST11304,LUC KOUYATE,625585427,2022-01-26,Bafoussam,Centre Ville,43.8,Actif
CUST10195,Armel ATEBA,638427073,2022-01-26,Yaounde,Melen,9.5,Actif
CUST10263,Gustave MENDO,634627347,2022-01-30,Douala,Cité des Palmiers,20.8,Actif
CUST17319,oumar FOUDA,634970946,2022-01-30,Yaounde,Briqueterie,69.0,Actif
CUST10492,Luc DIALLO,615957459,2022-01-31,Douala,Ngodi-Bakoko,69.7,Inactif / Occasionnel
CUST10394,OUMAR EPEE,622388090,2022-02-01,Douala,Nyalla,43.46415432929565,Actif
CUST10002,Evelyne DIALLO,613356886,2022-02-01,Douala,Bonapriso,30.9,Actif
CUST10432,Fatoumata TCHOUPO,664543049,2022-02-03,Bafoussam,Tougang,37.6,Actif
CUST10503,Honoré TCHOUPO,693638503,2022-02-04,Yaounde,Emana,100.0,Inactif / Occasionnel
CUST11831,Nadine NTONGO,623769360,2022-02-04,Douala,Akwa,24.4,Actif
CUST10681,Nadège ngono,653936531,2022-02-05,Douala,Bonanjo,70.1,Inactif / Occasionnel
CUST11091,Rabi NDIKUM,684077101,2022-02-05,Douala,Yassa,16.5,Inactif / Occasionnel
CUST10169,Djeneba ENGOLO,690388981,2022-02-06,Douala,Nyalla,56.5,Actif
CUST10119,BELINGA Serge,658586340,2022-02-06,Bafoussam,Pefura,7.2,Actif
CUST10493,STÉPHANE DIBOTI,668526649,2022-02-07,Yaounde,Obili,33.8,Actif
CUST12035,Baudouin NDOUMBE,658607028,2022-02-07,Douala,Bonamoussadi,34.1,Inactif / Occasionnel
CUST10396,ISABELLE DJOUMESSI,666851377,2022-02-08,Douala,Makepe,52.9,Actif
CUST10581,Norbert EKOTTO,616740197,2022-02-11,Douala,PK12,52.2,Actif
CUST10368,AÏCHA ABENA,697775215,2022-02-11,Bafoussam,Djeleng,7.0,Actif
CUST11760,CHANCELLE BARKA,699941500,2022-02-12,Douala,Village,47.5,Inactif / Occasionnel
CUST11014,Viviane NGUEFACK,625558733,2022-02-12,Douala,Bepanda,43.46415432929565,Actif
CUST11585,EKOTTO Marie,681481992,2022-02-13,Yaounde,Madagascar,70.5,Actif
CUST10264,Oumar obama,647385696,2022-02-13,Douala,Yassa,39.4,Actif
CUST17378,epee Thierry,624972279,2022-02-13,Douala,Akwa,21.9,Actif
CUST11317,Boubacar HASSAN,665684858,2022-02-14,Yaounde,Mokolo,43.46415432929565,Actif
CUST10324,Rodrigue abate,689795010,2022-02-14,Douala,Bonapriso,65.7,Actif
CUST11051,VIVIANE MENDO,625228493,2022-02-14,Douala,Cité des Palmiers,26.6,Actif
CUST11399,ARMEL NDOUMBE,615820356,2022-02-16,Douala,Ndokotti,4.3,Inactif / Occasionnel
CUST11120,Didier AKONO,671327848,2022-02-16,Bafoussam,Kamkop,9.9,Actif
CUST11724,Josephine diboti,664864099,2022-02-16,Yaounde,Etoudi,48.3,Actif
CUST11562,FLORENT EPEE,680723898,2022-02-16,Douala,PK12,25.6,Actif
CUST10521,Luc FEUDJIO,633357554,2022-02-17,Yaounde,Biyem-Assi,40.1,Actif
CUST11456,DIBOTI Boris,673655158,2022-02-17,Yaounde,Mokolo,14.5,Inactif / Occasionnel
CUST11241,Viviane KOLLO,687789079,2022-02-20,Yaounde,Omnisport,1.6,Actif
CUST10754,Eric OBAMA,668186525,2022-02-22,Yaounde,Messa,43.46415432929565,Actif
CUST10034,Honoré NDIKUM,630868105,2022-02-22,Douala,Bonanjo,47.5,Actif
CUST10273,Laure FEUDJIO,682556484,2022-02-23,Bafoussam,Baham-Route,23.5,Actif
CUST10108,Rodrigue FOFANA,629175900,2022-02-23,Douala,Logbessou,100.0,Actif
CUST10769,ALAIN NDOUMBE,689520597,2022-02-25,Yaounde,Emana,40.0,Actif
CUST10862,Solange AMOUGOU,695613415,2022-02-26,Douala,Deido,43.46415432929565,Actif
CUST11305,TAKAM Hervé,623044889,2022-02-27,Bafoussam,Famla,76.3,Actif
CUST10473,Rabi NDIKUM,625480907,2022-02-27,Douala,Ndokotti,8.7,Actif
CUST11619,Viviane TCHIEMEGNI,689036966,2022-02-27,Douala,Nkolmesseng,32.3,Inactif / Occasionnel
CUST11364,Nadège teguia,610380581,2022-02-27,Douala,Bonabéri,43.46415432929565,Actif
CUST11781,LARISSA KONE,623574883,2022-02-28,Yaounde,Messa,76.5,Inactif / Occasionnel
CUST10203,SANDRINE NKUISSI,679467853,2022-03-01,Bafoussam,Kamkop,54.0,Actif
CUST11208,FEUDJIO Larissa,686762164,2022-03-02,Douala,Logbessou,76.7,Actif
CUST10740,Gaston FOMEKONG,615512205,2022-03-02,Bafoussam,Tougang,100.0,Actif
CUST17288,Armelle KEITA,655199748,2022-03-03,Douala,Village,67.9,Inactif / Occasionnel
CUST10520,SAIDOU NDONGO,660888017,2022-03-03,Douala,Bonapriso,43.8,Actif
CUST10318,Honoré TSIMI,641568532,2022-03-04,Douala,Ndogpassi,76.4,Inactif / Occasionnel
CUST10303,Stanislas ENGOLO,652091325,2022-03-04,Yaounde,Essos,27.7,Actif
CUST11828,Aurelie NDONGO,674503785,2022-03-05,Bafoussam,Ngouache,100.0,Actif
CUST10389,Hamidou NDZANA,645431319,2022-03-05,Douala,New-Bell,44.5,Actif
CUST11325,KAMGA Christelle,659731689,2022-03-06,Yaounde,Etoudi,20.5,Actif
CUST11087,Sylvain boukar,682287061,2022-03-06,Douala,Bepanda,35.7,Actif
CUST10784,SIDIBE Aurelie,676344695,2022-03-07,Douala,Makepe,30.8,Actif
CUST12030,Josephine OBAMA,626942307,2022-03-07,Douala,Cité des Palmiers,35.8,Actif
CUST12098,Guy ELA,658438711,2022-03-08,Yaounde,Obili,63.5,Actif
CUST11287,BARKA Margot,685350823,2022-03-08,Douala,Logbessou,28.0,Actif
CUST10549,GHISLAIN MAROUF,693115778,2022-03-08,Yaounde,Tsinga,56.5,Actif
CUST11745,Nadine BIKELE,628982195,2022-03-11,Yaounde,Briqueterie,51.7,Actif
CUST10258,Christelle DIALLO,635529407,2022-03-12,Yaounde,Mendong,100.0,Inactif / Occasionnel
CUST10871,NKOUAM Raoul,655728776,2022-03-12,Yaounde,Efoulan,53.9,Actif
CUST10574,Nadège NDZANA,610744212,2022-03-12,Douala,Ndogpassi,57.2,Actif
CUST10035,KOLLO Didier,638898923,2022-03-12,Yaounde,Briqueterie,46.2,Actif
CUST11511,Suzanne ENGOLO,651471222,2022-03-12,Douala,PK8,68.8,Actif
CUST10384,Gustave MONGO,691178885,2022-03-12,Douala,Nkolmesseng,67.5,Actif
CUST10023,Gaston barry,683140807,2022-03-14,Douala,Bali,44.3,Inactif / Occasionnel
CUST11540,Prosper KOUYATE,631127198,2022-03-16,Douala,Bonamoussadi,62.8,Actif
CUST10939,EPEE Norbert,636550845,2022-03-18,Douala,New-Bell,43.46415432929565,Actif
CUST11598,Aminata dawa,652018286,2022-03-19,Yaounde,Nkomo,19.4,Inactif / Occasionnel
CUST11800,Gisèle MBARGA,658895439,2022-03-20,Douala,Ngodi-Bakoko,16.6,Actif
CUST11457,NDOUMBE Larissa,619010480,2022-03-22,Douala,PK8,63.1,Actif
CUST12007,IBRAHIM Rodrigue,667192331,2022-03-23,Yaounde,Emana,26.6,Actif
CUST10838,Honoré mongo,635708194,2022-03-24,Douala,Ngodi-Bakoko,56.8,Actif
CUST11368,Marie ETOA,682506491,2022-03-24,Yaounde,Omnisport,43.46415432929565,Actif
CUST10495,Kevin talla,679782527,2022-03-24,Douala,Mboppi,1.8,Actif
CUST10869,PATRICIA NDIKUM,674251933,2022-03-25,Bafoussam,Pefura,18.7,Actif
CUST10246,Sandrine amougou,665177213,2022-03-26,Bafoussam,Famla,69.3,Actif
CUST11628,Astride mbock,632566390,2022-03-27,Douala,Nkolmesseng,34.0,Actif
CUST10716,Sandrine NJIEMOUN,659512272,2022-03-27,Douala,Ndogpassi,100.0,Actif
CUST10044,Colette ASSOUMOU,645503389,2022-03-29,Douala,Bonapriso,53.6,Actif
CUST11288,Hawa ABOUNA,654024257,2022-03-29,Douala,Bonabéri,2.9,Actif
CUST11454,Cyrille HASSAN,660237832,2022-03-29,Yaounde,Messa,65.0,Actif
CUST17205,balde Laure,640532691,2022-03-29,Douala,Bonabéri,42.9,Actif
CUST17377,SOW Stéphane,683363160,2022-04-01,Yaounde,Nlongkak,35.1,Actif
CUST12027,Oumar SIDIBE,691547054,2022-04-04,Bafoussam,Famla,12.6,Actif
CUST10938,TCHAMBA Norbert,698742485,2022-04-05,Yaounde,Etoudi,32.9,Actif
CUST10209,Joël ela,655377076,2022-04-06,Douala,Yassa,34.3,Actif
CUST11682,Laurent KENFACK,659491122,2022-04-06,Yaounde,Messa,26.8,Actif
CUST11222,Laurent issa,648412328,2022-04-07,Douala,PK8,43.46415432929565,Inactif / Occasionnel
CUST11838,Gisèle MENDO,670306604,2022-04-07,Douala,Ndog-Bong,21.4,Actif
CUST11525,GARBA Christian,681200181,2022-04-07,Bafoussam,Ndiengdam,19.6,Actif
CUST11740,Yvette BILONG,630182766,2022-04-08,Douala,New-Bell,18.8,Actif
CUST11217,Sandrine wamba,611086890,2022-04-08,Douala,Bonanjo,7.4,Actif
CUST10706,Florent NKOUAM,630452412,2022-04-09,Douala,Nyalla,70.7,Actif
CUST11886,TCHOUPO Gaston,616408822,2022-04-10,Douala,Bepanda,70.6,Actif
CUST10125,Rodrigue AKONO,616323852,2022-04-12,Douala,PK8,43.46415432929565,Actif
CUST10143,Isabelle ntongo,645812670,2022-04-14,Douala,Bonapriso,61.8,Actif
